row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label,niche
cell_1590,55.11161638,16.321501669,T_Cell_&_Tumor_Hybrid,SimSpace,-2.00969026438072,-2.08095385858635,8.47164319717856,-11.5626473292523,6,Domain 2,Stromal,1
cell_1591,54.77661009,17.639517978,Invasive_Tumor,SimSpace,-3.48595221009231,-3.31550155027833,11.735964524388,4.74342633636664,9,Domain 1,Tumor,1
cell_1592,54.99294065,18.748986421,Invasive_Tumor,SimSpace,-3.88891735692061,-3.24111773734822,8.81869958603354,6.96280623825263,9,Domain 1,Tumor,1
cell_1593,55.04824079,19.997393248,Invasive_Tumor,SimSpace,-3.8608571418121,-2.83048925324175,11.9787089701888,7.49907542617988,9,Domain 1,Tumor,1
cell_1594,55.22555673,24.140071467,Invasive_Tumor,SimSpace,-2.56402595720559,-3.92069842170287,9.61756490433188,5.32422639282416,9,Domain 1,Tumor,1
cell_1595,55.17622622,31.956945353,Invasive_Tumor,SimSpace,-1.5465604588788,-3.87893928561466,8.35974954330893,-1.07713598160077,3,Domain 1,Tumor,1
cell_1596,55.20659784,33.180617691,Invasive_Tumor,SimSpace,-3.06230194220096,-3.25674078260577,7.5979182597396,4.09927083404731,3,Domain 1,Tumor,1
cell_1597,54.8152176,35.398512559,Prolif_Invasive_Tumor,SimSpace,-4.52901342475923,-2.79768727406031,3.11831496918173,9.19682551773261,4,Domain 1,Tumor,1
cell_1598,55.28243034,44.533906548,Prolif_Invasive_Tumor,SimSpace,-2.3556206979836,-2.09662388682853,12.4395511027572,3.27163220794868,9,Domain 1,Tumor,1
cell_1599,54.72391385,45.886439342,Invasive_Tumor,SimSpace,-3.38696457653449,-2.36219238664017,7.15062020981284,6.76942969711494,4,Domain 1,Tumor,1
cell_1600,54.89281709,47.533464418,Prolif_Invasive_Tumor,SimSpace,-2.47178385963791,-2.38457833147782,3.77693294250937,6.20403672607612,4,Domain 1,Tumor,1
cell_1601,55.08615423,60.999986329,Stromal,SimSpace,10.909769471318,-0.730134287744467,-0.560937208295149,-15.8598389491253,6,Domain 2,Stromal,0
cell_1602,54.97002168,65.551710206,CD8+_T_Cells,SimSpace,9.65191304556538,-0.173465819261939,-2.04904450213937,-12.9186663493328,6,Domain 2,Stromal,0
cell_1603,54.79879263,66.927994053,Stromal,SimSpace,10.1206453188145,-0.551151716413308,-0.275747847914977,-15.5525393351727,6,Domain 2,Stromal,0
cell_1604,54.83569003,69.123498776,Stromal,SimSpace,10.2134715161734,-1.5101659012677,-0.50554088985948,-15.2572607859783,6,Domain 2,Stromal,0
cell_1605,54.69034914,73.192444476,CD8+_T_Cells,SimSpace,10.5526729503605,-2.4494449086876,-2.06842399871377,-12.5838684901409,6,Domain 2,Stromal,0
cell_1606,55.10639493,86.094109782,B_Cells,SimSpace,5.12404389176662,-1.1082502363468,-4.55053926742105,-15.1445021495037,6,Domain 2,Stromal,0
cell_1607,55.25211377,86.952839159,Invasive_Tumor,SimSpace,3.51054421710311,-1.85033863207427,5.05739473068686,-2.83611701576043,3,Domain 1,Tumor,1
cell_1608,54.9799213,90.135757859,Invasive_Tumor,SimSpace,-0.165289399748773,-2.53307933851706,5.29257653915854,-1.92424510566522,3,Domain 1,Tumor,1
cell_1609,54.91993024,94.230723606,Invasive_Tumor,SimSpace,0.351385561253411,-3.19925249958985,6.36268066132041,-0.649811254423151,3,Domain 1,Tumor,1
cell_1610,55.70553541,1.889053439,Stromal,SimSpace,8.29221392099966,-1.59947426662876,-0.896976280197782,-15.4277071818523,6,Domain 2,Stromal,0
cell_1611,56.18264038,6.975279848,Stromal,SimSpace,7.83299908151703,-2.56113270244609,-0.670009371996207,-15.1780190333538,6,Domain 2,Stromal,0
cell_1612,56.44226087,7.972780459,B_Cells,SimSpace,8.61479832119599,-1.71806978513389,-5.05544592177896,-15.7083105906658,6,Domain 2,Stromal,0
cell_1613,55.64050884,10.658891519,Stromal,SimSpace,7.02781963405188,-1.6242500384885,0.125851857304292,-15.3084254130535,6,Domain 2,Stromal,0
cell_1614,55.78731341,12.748580715,Invasive_Tumor,SimSpace,1.78452985445851,-1.97968885809565,4.75919984543295,-2.71578131763268,9,Domain 1,Tumor,1
cell_1615,55.86408139,13.536275002,Invasive_Tumor,SimSpace,-0.471604978152713,-1.56458428555147,4.72705672943564,-2.24491052476693,9,Domain 1,Tumor,1
cell_1616,55.88713642,16.016867585,Invasive_Tumor,SimSpace,-3.48966689357402,-2.24289175280035,11.1164471980331,4.88175727279853,9,Domain 1,Tumor,1
cell_1617,56.04546919,16.94046535,Invasive_Tumor,SimSpace,-3.63947391595803,-2.49256341124093,11.5266759272811,5.50189687164496,9,Domain 1,Tumor,1
cell_1618,56.32284991,22.932193425,Invasive_Tumor,SimSpace,-3.25317264497741,-3.20245340133908,5.9362275477645,8.42490912826728,4,Domain 1,Tumor,1
cell_1619,56.20171946,23.99311925,Invasive_Tumor,SimSpace,-2.88192837297326,-3.59145323494546,9.59132837021323,5.78651572616767,9,Domain 1,Tumor,1
cell_1620,56.10551948,26.103853838,Endothelial,SimSpace,-0.0820952742707458,-2.70027300192345,8.67191289627524,-19.7908558711224,7,Domain 3,Tumor,1
cell_1621,55.85521426,27.86548338,Invasive_Tumor,SimSpace,-2.11496585273663,-3.71874006912041,10.2640063639876,-0.823305831830988,3,Domain 1,Tumor,1
cell_1622,55.77607435,29.234722245,Invasive_Tumor,SimSpace,-1.01230117261199,-3.90400138869312,10.1631591197249,-1.54296733586122,3,Domain 1,Tumor,1
cell_1623,55.84064494,31.681554102,Invasive_Tumor,SimSpace,-2.16853415715833,-3.78848001770939,8.5947797175643,1.33883882911872,3,Domain 1,Tumor,1
cell_1624,56.30961336,35.99727016,Invasive_Tumor,SimSpace,-5.12589055723957,-2.79050305994388,6.55444930756064,13.6395907536335,2,Domain 1,Tumor,1
cell_1625,55.98765134,41.980330902,CD8+_T_Cells,SimSpace,1.41413734375797,-1.91179368702143,8.56425546371909,-11.1860756739788,6,Domain 2,Stromal,1
cell_1626,55.91063275,52.169975415,Stromal,SimSpace,9.38125610639783,-1.69078975301307,-0.138320696711821,-16.0163197383099,6,Domain 2,Stromal,0
cell_1627,55.96324885,52.901002858,Macrophages_1,SimSpace,8.41912760254656,-2.0176415490534,2.32544683182211,-15.0117745265179,6,Domain 2,Stromal,0
cell_1628,56.16492364,61.213746172,Stromal,SimSpace,10.8098823744859,-1.06333170954977,-0.622122687459273,-15.8681578501873,6,Domain 2,Stromal,0
cell_1629,55.73743007,62.953226718,B_Cells,SimSpace,9.4646122885507,-0.587555251354006,-4.62106062209634,-15.3949246272259,6,Domain 2,Stromal,0
cell_1630,56.28297483,63.979638979,Macrophages_1,SimSpace,10.0576269976588,-0.390304891494837,2.74499105179282,-15.3097348078899,6,Domain 2,Stromal,0
cell_1631,56.03129525,65.970184567,Stromal,SimSpace,10.8903237908957,-0.312734482654841,0.334835278629976,-15.6717800959759,6,Domain 2,Stromal,0
cell_1632,55.9567312,89.139619248,Invasive_Tumor,SimSpace,3.51317076454325,-2.59741517908851,5.12560294830771,-2.58861993400384,3,Domain 1,Tumor,1
cell_1633,56.08856922,93.170629633,Invasive_Tumor,SimSpace,0.623572747263327,-3.17415430619811,6.18567775452109,-0.844213502090463,3,Domain 1,Tumor,1
cell_1634,56.04367941,94.879051841,Invasive_Tumor,SimSpace,3.0036077263155,-3.37396486910113,5.73492978775473,-1.28871529696513,3,Domain 1,Tumor,1
cell_1635,55.93116071,96.718221808,Macrophages_1,SimSpace,7.67248777323048,-2.4954601110989,5.45291255676718,-14.4080624446087,6,Domain 2,Stromal,1
cell_1636,55.94945787,98.803779677,Endothelial,SimSpace,7.77517727697745,-1.88489248771279,8.02525018417807,-20.9895100459271,7,Domain 3,Tumor,1
cell_1637,56.82622749,6.033036614,Stromal,SimSpace,8.61865231200795,-1.97932557594779,0.266253220677095,-15.9328036173992,6,Domain 2,Stromal,0
cell_1638,57.13127815,7.996670829,Stromal,SimSpace,8.46538912901538,-1.94342565450862,-0.742249039173407,-15.1515526637249,6,Domain 2,Stromal,0
cell_1639,56.89360124,9.028186534,Stromal,SimSpace,8.99616117833152,-1.74900049340098,-2.06878222262887,-13.1884827479534,6,Domain 2,Stromal,0
cell_1640,56.80874832,10.854965574,T_Cell_&_Tumor_Hybrid,SimSpace,7.09348400541454,-1.75049297325658,-1.90647007262735,-13.1040015086346,6,Domain 2,Stromal,0
cell_1641,57.0331727,19.159148163,Prolif_Invasive_Tumor,SimSpace,-4.42446590873007,-2.45459967022028,2.27767227852316,8.98663093002509,4,Domain 1,Tumor,1
cell_1642,57.26582826,19.964712292,Invasive_Tumor,SimSpace,-4.53788521751934,-3.27305432638887,5.71549724304648,12.8375697270222,2,Domain 1,Tumor,1
cell_1643,56.99033108,23.673313094,Invasive_Tumor,SimSpace,-3.36526441776536,-3.44099471550006,8.51148866379233,6.597006334383,9,Domain 1,Tumor,1
cell_1644,56.87837975,26.031069956,Invasive_Tumor,SimSpace,-2.5756262745516,-3.32507330221501,8.91756890976401,2.14904309662055,3,Domain 1,Tumor,1
cell_1645,57.0807792,27.1094852,Invasive_Tumor,SimSpace,-2.6877444527472,-3.32618540871281,9.23995660507651,2.19216181190681,3,Domain 1,Tumor,1
cell_1646,57.38734249,32.028752062,Invasive_Tumor,SimSpace,-3.24654261606335,-2.97676451102682,6.56610845291586,8.42839385421943,4,Domain 1,Tumor,1
cell_1647,56.70961889,34.026044196,Invasive_Tumor,SimSpace,-4.50962402442725,-2.88379687273022,6.93389438354941,12.8268227711506,2,Domain 1,Tumor,1
cell_1648,57.07644056,35.04543439,Invasive_Tumor,SimSpace,-4.88504971877569,-2.68416853712462,5.64144061768027,12.5565867558308,2,Domain 1,Tumor,1
cell_1649,57.04101733,35.789254174,Invasive_Tumor,SimSpace,-5.00239478877881,-2.75188472692908,4.56302760803671,10.8126626149006,4,Domain 1,Tumor,1
cell_1650,57.23230676,37.306350605,Invasive_Tumor,SimSpace,-4.61054971457858,-2.96564853903307,5.71899818146201,12.8569684162922,2,Domain 1,Tumor,1
cell_1651,57.19818183,37.934701283,Prolif_Invasive_Tumor,SimSpace,-3.74614540755565,-2.55519688544044,2.94773505890341,9.21142913253974,4,Domain 1,Tumor,1
cell_1652,56.96265818,42.293369034,Prolif_Invasive_Tumor,SimSpace,-0.374261536280545,-2.43247894750024,13.1497332926986,2.57169915588569,9,Domain 1,Tumor,1
cell_1653,56.66309655,51.889174226,T_Cell_&_Tumor_Hybrid,SimSpace,7.55362165465329,-2.50169357817149,-1.45044512784509,-13.2649378642254,6,Domain 2,Stromal,0
cell_1654,57.16131275,60.193335075,Stromal,SimSpace,11.3117840753225,-1.50944960961703,-0.557513606906218,-15.7323632105999,6,Domain 2,Stromal,0
cell_1655,56.83296146,66.04803593,Stromal,SimSpace,9.85159579233904,-0.503839096033993,0.342744695782381,-15.5223936900311,6,Domain 2,Stromal,0
cell_1656,56.81065192,74.020062887,Stromal,SimSpace,9.40426563770338,-1.66510024263518,0.0190312739607863,-16.4287314280682,6,Domain 2,Stromal,0
cell_1657,57.22967012,75.812241709,Prolif_Invasive_Tumor,SimSpace,7.02145680619834,-2.12755330643844,-0.840865706265254,-14.9808640345745,6,Domain 2,Stromal,0
cell_1658,56.81782992,77.241163711,Stromal,SimSpace,8.75515353305642,-2.14935935279668,-0.24462170636682,-15.7013506755047,6,Domain 2,Stromal,0
cell_1659,57.28056895,78.083794402,CD8+_T_Cells,SimSpace,8.85803376920403,-2.08400007209096,-2.07254697120218,-12.4928889140301,6,Domain 2,Stromal,0
cell_1660,57.06716894,85.981949986,Stromal,SimSpace,8.79707323697165,-1.15957654325471,0.234087216496187,-15.155848012846,6,Domain 2,Stromal,0
cell_1661,57.06382368,96.241474997,Macrophages_1,SimSpace,6.66673371141173,-2.9247950010856,4.41268418991538,-14.121351705473,6,Domain 2,Stromal,1
cell_1662,58.06145296,6.017716039,Macrophages_1,SimSpace,9.09164723584061,-1.16508911608311,4.19148849213095,-15.0020375117474,6,Domain 2,Stromal,0
cell_1663,57.67231527,19.441961118,Invasive_Tumor,SimSpace,-4.41252535560512,-2.88811990367837,6.46731923782797,13.514110101778,2,Domain 1,Tumor,1
cell_1664,57.64472228,25.203335424,Invasive_Tumor,SimSpace,-2.44249694042236,-2.75446669773639,10.0412871714828,8.60805179031562,9,Domain 1,Tumor,1
cell_1665,58.04311061,26.933858185,Invasive_Tumor,SimSpace,-2.14782107047109,-3.48441459562702,10.0274941798446,4.03845836075019,9,Domain 1,Tumor,1
cell_1666,58.11360147,29.271676378,Invasive_Tumor,SimSpace,-2.0352732666218,-3.92461233361214,11.2733666774032,4.38629008682441,9,Domain 1,Tumor,1
cell_1667,58.01652221,32.012171277,Invasive_Tumor,SimSpace,-3.55788992320138,-3.16228963701625,9.27468084061118,5.90474606903266,9,Domain 1,Tumor,1
cell_1668,57.8356931,37.401178288,Invasive_Tumor,SimSpace,-4.44310318863165,-2.7916393808825,6.53758977615805,13.4088978901691,9,Domain 1,Tumor,1
cell_1669,58.00378442,39.016331673,Invasive_Tumor,SimSpace,-2.68041004894477,-3.17342196347272,12.229559647679,4.05320979507636,9,Domain 1,Tumor,1
cell_1670,57.98359317,40.984158127,CD8+_T_Cells,SimSpace,0.865249191800295,-2.53803995166045,8.63534711563559,-11.6063275202923,6,Domain 2,Stromal,1
cell_1671,57.80856838,46.01879366,Invasive_Tumor,SimSpace,-2.89396475780733,-1.65641266939638,8.86377309524985,9.21348620804023,4,Domain 1,Tumor,1
cell_1672,58.20279443,47.079901337,Invasive_Tumor,SimSpace,-2.64863986220771,-2.34163060052048,11.2976376887557,5.92460299881171,9,Domain 1,Tumor,1
cell_1673,57.65394479,52.309862252,T_Cell_&_Tumor_Hybrid,SimSpace,7.2784606881972,-2.97147991636086,5.04994319641562,-10.7432780131512,6,Domain 2,Stromal,1
cell_1674,58.11774848,60.058571384,Stromal,SimSpace,12.8491220407821,-1.13474934488314,1.10558365547629,-16.2211871012859,6,Domain 2,Stromal,0
cell_1675,58.07686468,65.978657015,Stromal,SimSpace,11.0127665396983,0.194943071836112,0.537182199597078,-15.7277464732342,6,Domain 2,Stromal,0
cell_1676,58.20194237,87.901307996,Macrophages_1,SimSpace,9.81361661176098,-1.32081830068847,3.21482013428183,-15.1797880992107,6,Domain 2,Stromal,0
cell_1677,57.79893763,99.157136259,Macrophages_1,SimSpace,6.34076239254618,-1.85284892257716,4.68515561783286,-14.2770094737225,6,Domain 2,Stromal,1
cell_1678,59.02028143,0.889130974,Stromal,SimSpace,8.23168096751021,-1.79946396113416,-0.564391774297041,-15.6300911769085,6,Domain 2,Stromal,0
cell_1679,59.43423299,2.766233936,T_Cell_&_Tumor_Hybrid,SimSpace,7.92349712044044,-1.41206141034899,-1.98399914538888,-13.5629706248455,6,Domain 2,Stromal,0
cell_1680,59.13241486,3.811550712,Macrophages_1,SimSpace,8.57810029046183,-1.12695887359372,2.7728016253707,-15.2129130229168,6,Domain 2,Stromal,0
cell_1681,59.02011624,5.907014479,Stromal,SimSpace,9.01254360942385,-0.83341352242464,0.0902234193083815,-15.6530747279339,6,Domain 2,Stromal,0
cell_1682,59.10783225,9.975113126,Stromal,SimSpace,9.09110330251788,-1.48136654184568,-0.551590901971144,-15.4607186183148,6,Domain 2,Stromal,0
cell_1683,59.01723537,12.210634414,B_Cells,SimSpace,7.03472154000077,-1.26722754914417,-1.51479305064706,-13.6347002848797,6,Domain 2,Stromal,0
cell_1684,59.4381796,12.88455129,Stromal,SimSpace,6.35966097191163,-1.47629147038573,1.22056816780539,-14.4940571650677,6,Domain 2,Stromal,0
cell_1685,59.19672724,15.23942569,Prolif_Invasive_Tumor,SimSpace,-0.400375196013559,-2.01772839353949,4.22234939300986,-0.806778834741602,3,Domain 1,Tumor,1
cell_1686,58.98287701,17.672458743,Prolif_Invasive_Tumor,SimSpace,-3.90008745595198,-2.48064499409486,3.44885228836508,8.07903720291328,4,Domain 1,Tumor,1
cell_1687,59.05046629,19.52692056,Prolif_Invasive_Tumor,SimSpace,-3.08554171058098,-3.2421217743467,4.78694556915732,9.14170791061591,4,Domain 1,Tumor,1
cell_1688,58.9218404,21.682715215,Invasive_Tumor,SimSpace,-2.882791491434,-3.20838031550615,12.579660164952,4.1352896824665,9,Domain 1,Tumor,1
cell_1689,59.24197003,25.039617408,Prolif_Invasive_Tumor,SimSpace,-1.9660454286079,-3.28098065243643,11.3467929240462,4.53826619537543,9,Domain 1,Tumor,1
cell_1690,58.71877905,31.956483997,Invasive_Tumor,SimSpace,-2.96701191216871,-3.04464783243967,9.35134481155844,5.82119895370673,9,Domain 1,Tumor,1
cell_1691,58.67905229,34.842937056,Prolif_Invasive_Tumor,SimSpace,-4.46417811386862,-2.45725809433685,2.16604875290366,9.27106143387031,4,Domain 1,Tumor,1
cell_1692,59.29174295,38.135281737,Invasive_Tumor,SimSpace,-4.10122401916072,-2.88649996263897,11.2249743815658,8.09893561752509,9,Domain 1,Tumor,1
cell_1693,59.43062396,40.211442833,Invasive_Tumor,SimSpace,-2.49373641366616,-3.05921814626432,11.9432980891463,5.85320903213691,9,Domain 1,Tumor,1
cell_1694,59.09366098,40.965562778,Invasive_Tumor,SimSpace,-1.84549763840813,-3.490537618465,12.3726937648055,4.07449675949286,9,Domain 1,Tumor,1
cell_1695,59.02254759,47.241876982,Prolif_Invasive_Tumor,SimSpace,-2.70222730427587,-2.54445326797227,4.63459705078574,8.22818042190742,4,Domain 1,Tumor,1
cell_1696,59.13145354,49.012811538,Invasive_Tumor,SimSpace,-0.861618571091222,-3.28237628028159,12.3665301676986,3.15790654571723,9,Domain 1,Tumor,1
cell_1697,58.87058929,49.787244007,T_Cell_&_Tumor_Hybrid,SimSpace,1.1297200738884,-3.05806977169694,7.6303136225936,-11.1375298365765,6,Domain 2,Stromal,1
cell_1698,59.03424871,58.984162499,Macrophages_1,SimSpace,13.6595331664779,-1.45337436228067,5.57170461380454,-15.1022438868694,6,Domain 2,Stromal,0
cell_1699,59.00778174,60.894500787,CD8+_T_Cells,SimSpace,11.9791831230025,-0.783295209222474,-1.37437109386949,-13.2708668574505,6,Domain 2,Stromal,0
cell_1700,59.12531285,65.092042954,Stromal,SimSpace,11.7207568705309,0.121451418324181,0.707614290356355,-15.8872685298138,6,Domain 2,Stromal,0
cell_1701,58.68840029,66.920166622,Stromal,SimSpace,11.0707018217233,-0.206831639500022,0.627668726086336,-16.4047407969647,6,Domain 2,Stromal,0
cell_1702,58.89859305,88.985163361,B_Cells,SimSpace,10.1537197184395,-0.831385758867055,-5.17528845107583,-15.9269289836102,6,Domain 2,Stromal,0
cell_1703,59.16899912,98.782928512,Stromal,SimSpace,6.23874644206578,-2.05363475109932,1.04794512951346,-14.3025479182415,6,Domain 2,Stromal,0
cell_1704,59.86488123,5.213871294,Stromal,SimSpace,7.87838064571728,-1.06150291877493,0.56951962673636,-15.5329117640667,6,Domain 2,Stromal,0
cell_1705,59.80132772,20.928874315,Prolif_Invasive_Tumor,SimSpace,-2.091787924078,-3.05782083080188,12.8851086970565,3.01573230179023,9,Domain 1,Tumor,1
cell_1706,60.40841443,21.786104578,Prolif_Invasive_Tumor,SimSpace,-1.55477902522262,-3.0010767399854,12.9169623728988,2.82763863952827,9,Domain 1,Tumor,1
cell_1707,60.0076236,26.52629486,Invasive_Tumor,SimSpace,1.41588900953566,-3.89082478248531,4.56671737396689,-3.41084359733392,9,Domain 1,Tumor,1
cell_1708,59.88421637,28.717405125,Prolif_Invasive_Tumor,SimSpace,3.05885007763095,-3.88411002548886,4.42805646622153,-3.85480760185052,9,Domain 1,Tumor,1
cell_1709,59.66152591,40.101486061,Invasive_Tumor,SimSpace,-2.86334020255504,-3.03512743270599,11.710031258702,6.28644229324531,9,Domain 1,Tumor,1
cell_1710,60.14586927,43.567266888,Prolif_Invasive_Tumor,SimSpace,-3.14438110326368,-2.5794516866748,6.54639743530722,8.97173453720283,4,Domain 1,Tumor,1
cell_1711,60.13982723,45.06170455,Invasive_Tumor,SimSpace,-3.93181905536216,-2.26098495627437,10.4282481547591,9.16084624679755,4,Domain 1,Tumor,1
cell_1712,59.94024808,47.037622704,Invasive_Tumor,SimSpace,-3.5336870717049,-2.60437372169675,11.4508321162459,8.5284609928913,9,Domain 1,Tumor,1
cell_1713,59.77955396,47.949524406,Invasive_Tumor,SimSpace,-2.98032645764828,-3.20484934911211,11.5578696604964,5.9915604725666,9,Domain 1,Tumor,1
cell_1714,59.99509012,53.727291198,Endothelial,SimSpace,9.72408102824902,-3.30604055364771,5.89181922638388,-21.2843747004681,7,Domain 3,Tumor,1
cell_1715,59.83282879,54.828293811,Endothelial,SimSpace,11.8277459503805,-2.21826494092553,5.60841726028891,-20.170065389555,7,Domain 3,Tumor,1
cell_1716,59.81158128,59.838687845,Stromal,SimSpace,14.2365422405273,-0.885973457713645,1.53221462929221,-16.1500706538372,6,Domain 2,Stromal,0
cell_1717,59.97935745,69.765175274,Stromal,SimSpace,11.3359457166007,-0.87697436387175,0.213015305638032,-16.7367758616619,6,Domain 2,Stromal,0
cell_1718,59.78972192,71.810390831,B_Cells,SimSpace,9.94927204102101,-1.03127111945706,-5.16432977950601,-15.5858807429485,6,Domain 2,Stromal,0
cell_1719,60.04932979,75.287025178,Stromal,SimSpace,7.27421506294665,-1.79925412334274,-0.529385519385619,-15.5367455348187,6,Domain 2,Stromal,0
cell_1720,60.1215985,94.078241802,B_Cells,SimSpace,7.54739965883112,-1.65456439559429,-5.23887230193643,-15.9196028575115,6,Domain 2,Stromal,0
cell_1721,60.83207351,1.26616553,CD8+_T_Cells,SimSpace,8.87139402321987,-2.06448743936018,-2.11599136626748,-12.4979967936688,6,Domain 2,Stromal,0
cell_1722,60.72635098,1.802231579,Stromal,SimSpace,8.37365766678714,-1.97866644730933,-0.783962470650954,-15.4642567500286,6,Domain 2,Stromal,0
cell_1723,61.31225592,2.913739352,CD8+_T_Cells,SimSpace,7.82140382625628,-1.66045400863821,-2.00764061248331,-12.5747446879559,6,Domain 2,Stromal,0
cell_1724,60.81194595,3.652590089,Stromal,SimSpace,7.86009311871542,-0.819165475020317,-0.113451850772185,-15.5578741892986,6,Domain 2,Stromal,0
cell_1725,60.86801146,5.761908854,B_Cells,SimSpace,7.14026458744079,-1.29584625733811,-0.209865701556487,-14.8581585749798,6,Domain 2,Stromal,0
