,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20,C_21,C_22,C_23,C_24,C_25,C_26,C_27,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100
MNDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRC1,0.27011964,0.4150667,0.3891581,0.30689257,0.22750255,0.2783419,0.38368055,0.33423313,0.22667775,0.24924918,0.28066435,0.44251072,0.33756697,0.33428288,0.24372336,0.41962218,0.35205254,0.35890672,0.2759075,0.25546658,0.28148517,0.29510984,0.231522,0.455269,0.3416771,0.42412686,0.34283262,0.25689852,0.36480194,0.22517528,0.3789899,0.35998085,0.29933596,0.36831993,0.28364483,0.37568432,0.30239373,0.45460317,0.19148931,0.36232248,0.29901913,0.248118,0.31495303,0.3027922,0.23914953,0.27089912,0.31749484,0.45248047,0.3595142,0.25408474,0.34423426,0.47360945,0.2636975,0.2910773,0.33735114,0.3743748,0.36056578,0.2431578,0.2246218,0.27230683,0.27708763,0.5045644,0.2032226,0.2601948,0.29920998,0.4282199,0.21497624,0.35657734,0.3835468,0.22946593,0.3133026,0.25596493,0.44380194,0.3640711,0.28339297,0.59475,0.2541407,0.2699107,0.3266343,0.27750874,0.23565905,0.32720768,0.24108382,0.41391945,0.24435915,0.56578,0.40378746,0.33923572,0.3022294,0.32536623,0.27245092,0.42162052,0.44652343,0.25856012,0.3328864,0.29409158,0.27281174,0.24597663,0.26458657,0.31902605
MYLK,0.35995808,0.48766184,0.518661,0.3321424,0.350784,0.33049273,0.47401035,0.5102785,0.29407886,0.29480287,0.34313342,0.54258263,0.45391828,0.35668078,0.3477994,0.45809582,0.37675223,0.46212536,0.27881882,0.42475367,0.29749382,0.3488941,0.2982134,0.47996572,0.4032032,0.536549,0.3666786,0.3229798,0.37191284,0.34223104,0.44142967,0.37013546,0.3191594,0.49327934,0.37294564,0.46667802,0.41715294,0.5571479,0.25577912,0.48777422,0.31885868,0.31835297,0.35840285,0.3201148,0.36309928,0.300113,0.5589017,0.4743033,0.4429549,0.35080168,0.34222946,0.43056324,0.33238146,0.43903953,0.4101867,0.36848745,0.33094978,0.27682617,0.2544882,0.4596453,0.28229737,0.5536813,0.35847887,0.2831801,0.36784047,0.5465769,0.24711342,0.54852647,0.504955,0.33478528,0.38525367,0.3111972,0.53202707,0.3991027,0.31935826,0.48936617,0.2998285,0.36028555,0.39439607,0.30010596,0.40097332,0.485104,0.38901135,0.5504375,0.27562794,0.5984171,0.34039006,0.42181906,0.3958278,0.34490457,0.3112486,0.47523993,0.42185423,0.38822207,0.34290564,0.41030452,0.32301682,0.3305122,0.29972848,0.34036
MYO5B,1.8290658,3.4295855,3.5794008,2.137815,2.4039202,2.007858,3.263967,3.644909,1.6491742,1.6046841,1.949597,3.9154644,2.836631,2.6143265,2.011232,3.2888014,2.6463134,3.1391943,2.0937088,2.0257628,1.9309436,2.052749,2.2633786,3.4538105,2.3382196,3.2028918,2.0113144,2.129836,2.7212932,1.7572875,3.3596554,2.820849,1.8803006,3.916857,2.7421684,3.1811087,2.08582,3.7585726,1.5629435,3.36214,1.8364072,1.7789001,2.396424,2.0731728,2.0819843,1.7491978,3.2116032,3.7975473,3.493153,2.0415778,2.7433245,3.6680784,1.6957529,2.3044295,2.158211,2.2393272,2.6087155,1.9134471,1.5601503,2.7684531,1.7136902,4.1932306,1.8773849,1.699815,1.8852721,4.051683,1.6320676,3.2233555,3.6289988,2.1265564,2.226375,1.6121409,3.4154441,2.9231853,1.9730911,3.9184608,1.6312686,2.6242497,2.6523905,1.8307688,2.4954772,2.7583475,1.9485987,3.754342,2.0064132,3.9281828,2.7918875,2.3236208,2.2539682,2.1103039,1.8218682,3.1755958,2.6269858,1.9349436,2.3031409,2.8759575,2.0378788,1.9378899,1.6326307,1.9190383
MZB1,0.34528062,0.4217829,0.41943347,0.3381043,0.35587838,0.3205056,0.41535896,0.41302505,0.27220473,0.27208564,0.34854427,0.56886375,0.4066023,0.4359204,0.3075185,0.38606712,0.38706005,0.53965884,0.30197334,0.4323476,0.3226707,0.32861945,0.32225612,0.4592042,0.39971495,0.444365,0.28609583,0.31822732,0.50371015,0.2639008,0.51178485,0.5021737,0.33273503,0.41693917,0.36348242,0.38362524,0.3886244,0.52250886,0.25091276,0.39262816,0.20621851,0.31583965,0.37070724,0.3136641,0.37618598,0.30077505,0.4634162,0.47637698,0.41621494,0.36208403,0.37114322,0.4845381,0.28734112,0.33875117,0.3989343,0.40783587,0.35152674,0.34845644,0.26276955,0.43094265,0.31889945,0.5418886,0.29107094,0.33424157,0.34220162,0.4384783,0.23895897,0.4972109,0.4573343,0.34372136,0.3480168,0.21356228,0.50781065,0.44036856,0.33896527,0.61679935,0.28984934,0.31871882,0.3909251,0.32108134,0.3981802,0.38865528,0.31520155,0.52038026,0.32618788,0.4781383,0.46241298,0.35464045,0.34053063,0.37927955,0.34932065,0.4668564,0.35623127,0.32459283,0.39478666,0.4496076,0.38622302,0.35398573,0.2423845,0.33091882
NARS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOSTRIN,0.21688949,0.25733438,0.28039378,0.20503035,0.22215599,0.22367477,0.2902117,0.3258045,0.23148365,0.15376675,0.20386593,0.4001058,0.32723665,0.25343436,0.22553429,0.32472408,0.27938968,0.37006733,0.18265544,0.2592613,0.21558315,0.24212098,0.20903715,0.31206056,0.27650046,0.295711,0.23785476,0.24817242,0.21737115,0.1825538,0.28130695,0.28276598,0.23501298,0.38162848,0.20366128,0.25145194,0.1924581,0.23866373,0.21648268,0.3326465,0.23357274,0.23375487,0.268714,0.18488759,0.21068649,0.25150967,0.31305256,0.35186613,0.3371019,0.22047304,0.22901843,0.24882264,0.21415363,0.27745008,0.1884153,0.19249892,0.23333634,0.20430204,0.2032913,0.33092013,0.22418672,0.43971157,0.24486986,0.23715676,0.1887418,0.39320755,0.15035188,0.308141,0.34517205,0.19114093,0.23116766,0.16120227,0.36164406,0.29834375,0.21510091,0.37593722,0.22907059,0.25648054,0.22441693,0.21502054,0.26236808,0.26373196,0.23293354,0.28044224,0.2629211,0.2885296,0.2311351,0.2203418,0.21825719,0.24373907,0.20807974,0.30083716,0.26444727,0.2115824,0.22598901,0.25147662,0.1954705,0.20758687,0.17135556,0.24178575
NPM3,0.26494023,0.4985356,0.44069996,0.2842664,0.33399272,0.28943384,0.424509,0.43259594,0.18523674,0.2649077,0.22266507,0.5382383,0.36660534,0.27924603,0.25020096,0.3481375,0.44213846,0.395391,0.2731111,0.18619457,0.3056391,0.26792502,0.29940292,0.40241995,0.33482787,0.34379882,0.26917842,0.22522064,0.40026775,0.25195736,0.46283874,0.34517995,0.21979438,0.47607335,0.37120184,0.39401934,0.20370914,0.41834098,0.1960988,0.46876353,0.14263524,0.23183142,0.30473757,0.28886527,0.31145373,0.23131707,0.4294691,0.45389128,0.3927106,0.27781063,0.3654519,0.5095914,0.27397045,0.27922067,0.2618826,0.2817797,0.40894365,0.2503242,0.21742237,0.30138502,0.22515275,0.49715224,0.26422808,0.23632745,0.24643943,0.6090348,0.20129286,0.43877637,0.3788269,0.26952213,0.2715992,0.21274048,0.46292052,0.40553686,0.25629997,0.5941048,0.23964092,0.38897866,0.36592972,0.23808487,0.26944187,0.27770758,0.21104771,0.43268874,0.3215833,0.37390593,0.30692634,0.30583858,0.30224022,0.27830502,0.27256572,0.40834114,0.34958488,0.19088922,0.31344292,0.33083573,0.25413492,0.25381446,0.23918654,0.2034548
OCIAD2,0.8326091,1.5315208,1.5891706,0.89594585,1.0094283,0.8950698,1.4209433,1.6509403,0.7222287,0.721435,0.80857164,1.6710415,1.2037501,1.1571463,0.8268864,1.3865616,1.1813353,1.4022586,0.88538295,0.8726189,0.7930837,0.8690844,1.0068363,1.5191184,1.0113031,1.4264324,0.8772863,0.92703074,1.1671388,0.73110193,1.4615707,1.2191334,0.79718584,1.687588,1.2172515,1.4607637,0.9094322,1.641687,0.6548471,1.5176306,0.77433944,0.7881724,0.98311025,0.89202267,0.8803423,0.724275,1.3620136,1.6838924,1.5445526,0.8686665,1.1699704,1.6246153,0.7059643,1.0407934,0.98171574,0.9026044,1.1730874,0.8852992,0.6533241,1.2202853,0.7080037,1.7868754,0.87703806,0.7212867,0.8566846,1.7651838,0.6677015,1.3826817,1.5496056,0.93756896,0.9630503,0.6941202,1.5332302,1.3089837,0.8805485,1.7679455,0.69507855,1.1235223,1.1708769,0.79315674,1.0261824,1.1957816,0.85122705,1.6442761,0.84013945,1.6699789,1.1899948,0.98480636,0.9644979,0.8771372,0.7709126,1.4199992,1.20108,0.8036327,0.96753365,1.2681767,0.8283487,0.83210164,0.66732323,0.795927
OXTR,0.08568876,0.3108761,0.38056594,0.13439514,0.15102321,0.12787348,0.21021093,0.3192194,0.06768586,0.054529052,0.084744714,0.35303983,0.2113702,0.2544238,0.14332679,0.26102495,0.17137939,0.3088655,0.11943458,0.14210737,0.08642637,0.13426,0.10429599,0.28175092,0.08014172,0.22060013,0.11268497,0.09077009,0.20277165,0.08428075,0.2626222,0.16925883,0.096042715,0.3602976,0.20294663,0.274386,0.13896164,0.38488492,0.100211754,0.3268141,0.098368235,0.1377042,0.16165848,0.16037449,0.12952973,0.0370498,0.25095993,0.30264306,0.37380904,0.13256088,0.16366188,0.3028223,0.045499843,0.15425807,0.13226035,0.18032108,0.18923214,0.121414185,0.082192466,0.25985453,0.08239421,0.33527416,0.09697031,0.09531364,0.08746237,0.35864004,0.08722642,0.19970402,0.28251362,0.136517,0.12313788,0.082954936,0.28712758,0.33086076,0.15341216,0.39248642,0.13987319,0.117193624,0.15530902,0.10291215,0.18326548,0.20560667,0.08219524,0.36375868,0.108476475,0.38747627,0.18473257,0.17577697,0.14592402,0.08416652,0.09284611,0.27808312,0.20848913,0.11283903,0.12943286,0.2332588,0.09120782,0.13178806,0.114892215,0.07391983
PCLAF,1.2067707,2.2705557,2.1996045,1.3546268,1.4793553,1.3482436,2.2182267,2.290718,1.0779178,1.0624068,1.1930264,2.5460927,1.8728255,1.6925092,1.3565937,2.1091838,1.777331,2.0879598,1.3115343,1.3098261,1.1700842,1.3340315,1.5396188,2.2089715,1.6051664,2.1789122,1.3018686,1.3779559,1.7339114,1.1101749,2.2057617,1.8249266,1.1825697,2.4885168,1.6918153,2.007997,1.3542374,2.4321995,1.018945,2.1710825,1.140928,1.1970738,1.5079716,1.295161,1.3177803,1.1829793,2.210325,2.4744713,2.4021413,1.3747976,1.7418742,2.350928,1.0912178,1.4855103,1.4490052,1.4174697,1.7464417,1.21053,0.97114867,1.8036608,1.0812634,2.779375,1.2123393,1.082351,1.3169807,2.7530081,0.98124355,2.1817896,2.2953942,1.3534557,1.3902142,1.0303078,2.2418494,1.9243877,1.2618467,2.5108137,0.9984227,1.7397324,1.6490158,1.1420121,1.6304727,1.7910233,1.2110251,2.4715266,1.3095592,2.4244978,1.6932311,1.4793751,1.459929,1.3229744,1.1840576,2.1329741,1.7776865,1.2954477,1.4379314,1.8429518,1.2017238,1.2380612,1.0606025,1.2425586
PCOLCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4A,0.29784718,0.51137376,0.47352618,0.32920265,0.35590672,0.3374915,0.43164203,0.46532336,0.32294267,0.28584307,0.35315707,0.47457784,0.3849004,0.33167344,0.3654709,0.47943312,0.48203406,0.52975154,0.28710073,0.40059277,0.30789104,0.34997928,0.32910454,0.5008822,0.39288872,0.4125616,0.2615894,0.3446817,0.4594118,0.3494218,0.47883582,0.41022772,0.30775806,0.4434819,0.43535987,0.43322617,0.33084077,0.4817001,0.25544629,0.44959167,0.36425322,0.29187146,0.35540614,0.28564644,0.29711622,0.26769406,0.4227257,0.5412295,0.5239012,0.3365603,0.36884493,0.4723823,0.29518515,0.33892375,0.34739584,0.31231055,0.39399704,0.3004331,0.2531851,0.4010676,0.25110412,0.56662965,0.27840245,0.29448426,0.36460125,0.5799366,0.29670593,0.42250818,0.5987352,0.3325696,0.3819772,0.2678289,0.47867382,0.4119546,0.32664362,0.59457135,0.29274502,0.39044264,0.4149438,0.36692566,0.31354335,0.35290202,0.2967778,0.621031,0.31031868,0.59522307,0.41397247,0.38675275,0.32945788,0.33461756,0.30980617,0.5023415,0.451237,0.33256626,0.4346193,0.4619007,0.36324802,0.3202787,0.23337077,0.33478558
PDGFRA,0.5964095,0.70296043,0.82777584,0.626488,0.6854399,0.49662697,0.77219135,0.6776065,0.48749626,0.50897944,0.55157036,0.710163,0.57144666,0.56633484,0.5845519,0.6320582,0.6631195,0.784008,0.52964574,0.56813914,0.54423994,0.59270006,0.5327698,0.76225674,0.69899005,0.70396286,0.45266587,0.5522689,0.6791085,0.566271,0.6993135,0.6546074,0.5818196,0.7370901,0.6979105,0.7206781,0.6801605,0.80526596,0.4178275,0.7122519,0.48139378,0.51905984,0.56282383,0.60428905,0.5003397,0.4667922,0.7633739,0.71720135,0.6902885,0.5350327,0.67517143,0.6866155,0.6067821,0.5595113,0.5936475,0.6094157,0.5609186,0.5077757,0.45893225,0.7024579,0.52476674,0.7550461,0.5523644,0.556054,0.5396238,0.86579406,0.49038976,0.7517037,0.7660428,0.56543493,0.60958546,0.47011626,0.75701195,0.63965124,0.57844365,0.82821774,0.4632468,0.61975753,0.6619189,0.5748042,0.56009537,0.71487147,0.4709761,0.7527315,0.5276696,0.77770096,0.63768137,0.62391084,0.5935754,0.5954797,0.49548638,0.70602936,0.6396298,0.5540638,0.5800197,0.6561212,0.540976,0.5973664,0.41339928,0.5433097
PDGFRB,0.6243201,0.85015607,1.014248,0.7166781,0.69114137,0.63394564,0.84596014,0.9186374,0.57604676,0.52953535,0.6780708,0.9285851,0.8176834,0.7071732,0.64223564,0.8596496,0.8091728,0.86200064,0.619062,0.71287596,0.65661055,0.7084932,0.6872772,0.9495622,0.736388,0.78475714,0.6610451,0.69667286,0.7307259,0.5958096,0.86859995,0.8418918,0.71846604,1.0384517,0.7925123,0.89842,0.7078295,0.91463214,0.5291459,0.8483426,0.6263254,0.6286549,0.6618898,0.69248074,0.60324275,0.5759528,0.8464791,0.98165876,0.9407143,0.64377797,0.77274704,0.92033756,0.6539374,0.73631537,0.6997102,0.669577,0.7688527,0.6178794,0.5360562,0.7853622,0.61216325,1.0245152,0.6545287,0.63804865,0.6529893,1.0030546,0.52047455,0.90487605,0.8590876,0.6914376,0.67091036,0.54644334,0.93836826,0.777949,0.63957393,1.0614907,0.5653207,0.7568449,0.78513294,0.6592938,0.6497598,0.82281667,0.6298059,0.8169913,0.61840034,1.0710872,0.87231964,0.71456164,0.6902235,0.6652543,0.6027541,0.8957724,0.82905304,0.6207179,0.7447143,0.77120453,0.5927504,0.6104365,0.50775045,0.6301079
PDK4,0.90851176,1.5777426,1.6813741,1.0547866,1.0733656,0.99825364,1.4548244,1.5940177,0.84041506,0.7885959,0.92728,1.6887912,1.2963831,1.1762375,0.9300177,1.3868881,1.2200738,1.3529335,1.0175991,1.0198157,0.85339576,1.0567667,1.00357,1.5554111,1.1349771,1.4822218,0.97070605,1.0282781,1.2249691,0.8369875,1.4402318,1.2872106,0.94921803,1.6659588,1.2437456,1.502805,1.0431561,1.6967213,0.73248583,1.4596143,0.8625505,0.9341374,1.0623677,0.9749766,0.98571014,0.83684593,1.4443107,1.6613641,1.6248559,1.0531933,1.2703527,1.6245747,0.85339445,1.1056124,1.0420135,1.0864086,1.1705656,0.886132,0.7534987,1.2536767,0.8659828,1.787617,0.8851912,0.86689645,0.97959024,1.8095163,0.7721271,1.4568832,1.5736785,1.0053439,1.0479352,0.8104942,1.5130454,1.3004023,0.948994,1.7095107,0.787474,1.1742657,1.2230543,0.89908695,1.1113445,1.3395889,0.9703442,1.5967977,0.9859368,1.7656024,1.2728266,1.0755618,1.049309,0.9809892,0.86153543,1.5595902,1.2598379,1.010613,1.033226,1.3200793,0.93444,0.914669,0.7209456,0.8972611
PECAM1,0.605375,0.97566724,0.8684897,0.67985827,0.72277576,0.6368091,0.7936631,0.96314806,0.5345974,0.5214061,0.64024574,0.98902684,0.73127085,0.6855795,0.5821115,0.787892,0.7009829,0.81436175,0.6477577,0.6520654,0.6061239,0.5895562,0.57673657,0.8828541,0.73353374,0.8874353,0.6001177,0.66331494,0.71500343,0.5379188,0.85600007,0.8391555,0.58099735,0.9443943,0.71824163,0.8784684,0.64544934,0.95041615,0.47908404,0.84765506,0.5684506,0.57715386,0.6926122,0.6129096,0.6288778,0.5511126,0.86734444,0.8996521,0.9309001,0.6393002,0.8991452,0.87614703,0.5269547,0.666717,0.685183,0.64180034,0.7518624,0.56710416,0.43682006,0.7946578,0.5718166,0.95024264,0.5646385,0.5353581,0.61944175,0.9540822,0.49591488,0.8523414,1.0183948,0.60657674,0.6432513,0.491279,0.8855913,0.7367529,0.599444,1.0592588,0.4573356,0.72786725,0.75008667,0.582575,0.763643,0.78082615,0.5986719,0.8849255,0.56566733,0.9448821,0.74558866,0.6359582,0.6232984,0.651631,0.5446924,0.93829733,0.730601,0.5610366,0.66050875,0.81017303,0.5828051,0.6128403,0.47836107,0.6012456
PELI1,0.6950768,1.070463,1.0543916,0.74975437,0.813055,0.68660194,1.0495323,1.1537383,0.591739,0.5613872,0.70748746,1.1573868,0.93978125,0.86567396,0.72266483,1.099712,0.8983636,1.0949504,0.68278676,0.7926562,0.6041648,0.7432457,0.76239467,1.1589134,0.77059233,1.10432,0.72277373,0.7614534,0.82572955,0.5863963,1.1355357,0.95144373,0.6441505,1.2172476,0.9338098,1.0093985,0.6813771,1.207102,0.57184154,1.1263814,0.61386824,0.6502668,0.8128914,0.74246967,0.7310027,0.58995926,1.0432951,1.2012945,1.166625,0.7291453,0.97495484,1.2339153,0.60077,0.80263066,0.7518266,0.72037995,0.84817266,0.71708107,0.4970438,0.8592997,0.61270547,1.3245764,0.6380062,0.6310404,0.7443043,1.3142177,0.5419063,1.0497344,1.2016175,0.7635118,0.82222086,0.55384344,1.116943,0.9611049,0.701117,1.3749799,0.6252851,0.8312756,0.8874606,0.6570591,0.8705668,0.920427,0.715185,1.2059069,0.6743289,1.2343234,1.0074203,0.7918904,0.7325001,0.72961146,0.5772237,1.098337,0.91615134,0.6627451,0.76757175,0.9816067,0.68637687,0.6767762,0.56694615,0.6937135
PIM1,0.31624216,0.57821393,0.56419873,0.39146802,0.42652816,0.3583338,0.5139505,0.56358665,0.27618366,0.25618222,0.36751834,0.5926363,0.4804233,0.41835418,0.35419825,0.52755183,0.4794529,0.52823836,0.35040087,0.39142388,0.32355475,0.35491607,0.34312525,0.5677856,0.37868893,0.50575835,0.3208045,0.36604568,0.4059553,0.3445839,0.5397942,0.42207974,0.3950486,0.6057117,0.4706962,0.4660691,0.37463716,0.58415973,0.2558413,0.42291915,0.34446186,0.3871871,0.40879864,0.42676288,0.3464636,0.33303452,0.4644153,0.5557362,0.5278149,0.39766142,0.47118568,0.60832053,0.364689,0.47013518,0.3808263,0.43297893,0.42786956,0.34538874,0.32033747,0.4029376,0.3128004,0.603469,0.32143995,0.34576732,0.28686225,0.6850839,0.30341455,0.45993793,0.66505134,0.38357565,0.463566,0.26479712,0.56939936,0.3898427,0.3516195,0.713082,0.35943267,0.41800022,0.48642287,0.34865174,0.37383372,0.48249856,0.33160394,0.58526146,0.3301003,0.67194283,0.41893068,0.3829384,0.40744182,0.43248105,0.3705395,0.6018058,0.51574355,0.3626191,0.43752173,0.4973495,0.39711332,0.32049683,0.2653763,0.32650214
POLR2J3,2.8400853,5.143803,5.3453627,3.3004482,3.5955052,3.1766803,4.772166,5.3818693,2.5966642,2.5555763,2.9973383,5.7007456,4.2403946,3.9298928,3.17201,4.846613,4.0620284,4.7709837,3.2413213,3.2204497,2.8557203,3.2737415,3.4359338,5.216262,3.6119583,4.883792,3.1814942,3.310048,3.9329255,2.8000014,5.047689,4.2047415,2.893897,5.751303,4.096939,4.680832,3.222025,5.4746494,2.3646038,4.9212832,2.75618,2.798701,3.5904357,3.2035358,3.162029,2.7475228,4.818206,5.6199603,5.227446,3.1611154,4.0963316,5.4226546,2.6728349,3.565819,3.4140809,3.3550084,3.8745427,2.8985476,2.4716494,4.1410093,2.640495,6.0375767,2.930291,2.6966915,3.042112,5.9955683,2.4592466,4.785226,5.379582,3.2891483,3.3837557,2.4966373,5.0985036,4.4486504,3.100034,5.9392176,2.5392685,3.9164793,3.9007745,2.8222797,3.7222567,4.1558127,2.9278104,5.502893,3.1932456,5.6533113,4.034077,3.4844053,3.4251006,3.2430367,2.8230908,4.8119087,4.1189213,2.9640574,3.511486,4.390159,2.9825392,3.0163176,2.477309,2.983433
POSTN,1.6379516,2.658666,2.6957104,1.869234,1.912589,1.6618435,2.5524487,2.7895832,1.4356121,1.4030194,1.6599193,2.958188,2.254418,1.9972665,1.6620448,2.4431393,2.1940017,2.4739006,1.6768215,1.7511294,1.6078738,1.8160098,1.799931,2.6925113,1.9986851,2.5805402,1.6814888,1.8659537,2.1284153,1.580264,2.5346909,2.3071206,1.657,2.8989108,2.2845266,2.437478,1.805385,2.8738227,1.3482869,2.5664744,1.4880377,1.5680556,1.9686916,1.7690034,1.6965476,1.5064572,2.5394235,2.9212306,2.6892817,1.7418233,2.2408707,2.8475533,1.5155015,1.9474412,1.8126384,1.8059233,2.0332487,1.6127429,1.3340454,2.1390352,1.4875562,3.1310916,1.5918177,1.472983,1.7523917,3.1610627,1.3482144,2.5548131,2.8742807,1.7775955,1.8853326,1.4171706,2.604661,2.2529094,1.7661103,2.9917195,1.385655,2.1374934,2.1426911,1.6077985,1.9852602,2.240698,1.674969,2.8342927,1.7400599,2.8627868,2.266907,1.8990223,1.8353666,1.8036423,1.5398839,2.575992,2.2160099,1.6769365,1.876056,2.3806076,1.6393265,1.7133352,1.3538053,1.6010013
PPARG,0.6362968,1.0259062,1.0326779,0.7614731,0.7446567,0.73416543,0.96542346,1.03736,0.64389694,0.5228661,0.7340487,1.1293392,0.8743103,0.8149224,0.6957574,1.0356576,0.82456297,1.0136324,0.6770674,0.7233597,0.6241417,0.7178664,0.7755177,0.99652684,0.8290299,0.9565421,0.6812092,0.7182938,0.7803496,0.5462364,0.8774075,0.93022645,0.64653325,1.1947558,0.9036207,1.0163528,0.7186907,0.994495,0.5324891,1.0375975,0.61604285,0.6383185,0.76899946,0.7091939,0.6472589,0.6487213,1.0125246,0.95961195,1.0678146,0.70996344,0.9074161,1.0547905,0.6325356,0.75692433,0.76456326,0.7389523,0.9147047,0.6210935,0.52263755,0.90870786,0.5688935,1.1856076,0.6799805,0.6045199,0.70651835,1.3020006,0.5370159,0.988181,1.0405879,0.67271733,0.67250913,0.5060375,1.0043898,0.84239644,0.655118,1.171955,0.5412206,0.8094396,0.79881823,0.6379338,0.82321274,0.9059404,0.64657444,1.0003381,0.6757941,1.075509,0.82885677,0.7772394,0.63536364,0.6858581,0.5930696,0.9493453,0.82920504,0.6599619,0.6897762,0.8774167,0.6146935,0.60892516,0.5214979,0.6713713
PRDM1,0.239689,0.46218303,0.46273816,0.31625098,0.32106566,0.3140224,0.45138016,0.49224934,0.30719414,0.22770299,0.3563131,0.4461845,0.37032765,0.3505101,0.36285883,0.45623276,0.42210683,0.43594086,0.30260637,0.42668793,0.3351592,0.3228501,0.368075,0.5641628,0.39888373,0.46929026,0.31550446,0.3960991,0.39397627,0.31063896,0.50839615,0.41871727,0.35463515,0.4562071,0.399672,0.40099356,0.3126032,0.47051787,0.26979992,0.45061377,0.28055158,0.33254072,0.32471672,0.28962412,0.294141,0.29155526,0.42200246,0.4770806,0.387032,0.3131088,0.34405133,0.42209688,0.32514808,0.41108534,0.39011842,0.3830322,0.37508968,0.28520888,0.28502363,0.42892563,0.31432456,0.5498976,0.30914974,0.28815034,0.393802,0.48817977,0.28677994,0.43635282,0.6278178,0.37093273,0.39752343,0.30621603,0.45083427,0.41402757,0.29483873,0.54759353,0.28251097,0.38456532,0.40901303,0.3357903,0.38335398,0.44370845,0.29693916,0.47665253,0.3188043,0.52136046,0.45793408,0.37826595,0.3729059,0.37664056,0.25949565,0.41549304,0.419829,0.31781828,0.38748416,0.42011037,0.31531197,0.26936042,0.21006511,0.3090091
